Date,RF
19581205,0.0006
19581212,0.0006
19581219,0.0006
19581224,0.0006
19590102,0.0005
19590109,0.0005
19590116,0.0005
19590123,0.0005
19590130,0.0005
19590206,0.0005
19590213,0.0005
19590220,0.0005
19590227,0.0005
19590306,0.0005
19590313,0.0005
19590320,0.0005
19590326,0.0005
19590403,0.0005
19590410,0.0005
19590417,0.0005
19590424,0.0005
19590501,0.0005
19590508,0.0005
19590515,0.0005
19590522,0.0005
19590529,0.0005
19590605,0.0006
19590612,0.0006
19590619,0.0006
19590626,0.0006
19590702,0.0006
19590710,0.0006
19590717,0.0006
19590724,0.0006
19590731,0.0006
19590807,0.0005
19590814,0.0005
19590821,0.0005
19590828,0.0005
19590904,0.0008
19590911,0.0008
19590918,0.0008
19590925,0.0008
19591002,0.0008
19591009,0.0008
19591016,0.0008
19591023,0.0008
19591030,0.0008
19591106,0.0006
19591113,0.0006
19591120,0.0006
19591127,0.0006
19591204,0.0008
19591211,0.0008
19591218,0.0008
19591224,0.0008
19591231,0.0008
19600108,0.0008
19600115,0.0008
19600122,0.0008
19600129,0.0008
19600205,0.0007
19600212,0.0007
19600219,0.0007
19600226,0.0007
19600304,0.0009
19600311,0.0009
19600318,0.0009
19600325,0.0009
19600401,0.0005
19600408,0.0005
19600414,0.0005
19600422,0.0005
19600429,0.0005
19600506,0.0007
19600513,0.0007
19600520,0.0007
19600527,0.0007
19600603,0.0006
19600610,0.0006
19600617,0.0006
19600624,0.0006
19600701,0.0003
19600708,0.0003
19600715,0.0003
19600722,0.0003
19600729,0.0003
19600805,0.0004
19600812,0.0004
19600819,0.0004
19600826,0.0004
19600902,0.0004
19600909,0.0004
19600916,0.0004
19600923,0.0004
19600930,0.0004
19601007,0.0005
19601014,0.0005
19601021,0.0005
19601028,0.0005
19601104,0.0003
19601111,0.0003
19601118,0.0003
19601125,0.0003
19601202,0.0004
19601209,0.0004
19601216,0.0004
19601223,0.0004
19601230,0.0004
19610106,0.0005
19610113,0.0005
19610120,0.0005
19610127,0.0005
19610203,0.0004
19610210,0.0004
19610217,0.0004
19610224,0.0004
19610303,0.0005
19610310,0.0005
19610317,0.0005
19610324,0.0005
19610330,0.0005
19610407,0.0004
19610414,0.0004
19610421,0.0004
19610428,0.0004
19610505,0.0004
19610512,0.0004
19610519,0.0004
19610526,0.0004
19610602,0.0005
19610609,0.0005
19610616,0.0005
19610623,0.0005
19610630,0.0005
19610707,0.0005
19610714,0.0005
19610721,0.0005
19610728,0.0005
19610804,0.0004
19610811,0.0004
19610818,0.0004
19610825,0.0004
19610901,0.0004
19610908,0.0004
19610915,0.0004
19610922,0.0004
19610929,0.0004
19611006,0.0005
19611013,0.0005
19611020,0.0005
19611027,0.0005
19611103,0.0004
19611110,0.0004
19611117,0.0004
19611124,0.0004
19611201,0.0005
19611208,0.0005
19611215,0.0005
19611222,0.0005
19611229,0.0005
19620105,0.0006
19620112,0.0006
19620119,0.0006
19620126,0.0006
19620202,0.0005
19620209,0.0005
19620216,0.0005
19620223,0.0005
19620302,0.0005
19620309,0.0005
19620316,0.0005
19620323,0.0005
19620330,0.0005
19620406,0.0006
19620413,0.0006
19620419,0.0006
19620427,0.0006
19620504,0.0006
19620511,0.0006
19620518,0.0006
19620525,0.0006
19620601,0.0005
19620608,0.0005
19620615,0.0005
19620622,0.0005
19620629,0.0005
19620706,0.0007
19620713,0.0007
19620720,0.0007
19620727,0.0007
19620803,0.0006
19620810,0.0006
19620817,0.0006
19620824,0.0006
19620831,0.0006
19620907,0.0005
19620914,0.0005
19620921,0.0005
19620928,0.0005
19621005,0.0006
19621012,0.0006
19621019,0.0006
19621026,0.0006
19621102,0.0005
19621109,0.0005
19621116,0.0005
19621123,0.0005
19621130,0.0005
19621207,0.0006
19621214,0.0006
19621221,0.0006
19621228,0.0006
19630104,0.0006
19630111,0.0006
19630118,0.0006
19630125,0.0006
19630201,0.0006
19630208,0.0006
19630215,0.0006
19630221,0.0006
19630301,0.0006
19630308,0.0006
19630315,0.0006
19630322,0.0006
19630329,0.0006
19630405,0.0006
19630411,0.0006
19630419,0.0006
19630426,0.0006
19630503,0.0006
19630510,0.0006
19630517,0.0006
19630524,0.0006
19630531,0.0006
19630607,0.0006
19630614,0.0006
19630621,0.0006
19630628,0.0006
19630705,0.0007
19630712,0.0007
19630719,0.0007
19630726,0.0007
19630802,0.0006
19630809,0.0006
19630816,0.0006
19630823,0.0006
19630830,0.0006
19630906,0.0007
19630913,0.0007
19630920,0.0007
19630927,0.0007
19631004,0.0007
19631011,0.0007
19631018,0.0007
19631025,0.0007
19631101,0.0007
19631108,0.0007
19631115,0.0007
19631122,0.0007
19631129,0.0007
19631206,0.0007
19631213,0.0007
19631220,0.0007
19631227,0.0007
19640103,0.0007
19640110,0.0007
19640117,0.0007
19640124,0.0007
19640131,0.0007
19640207,0.0007
19640214,0.0007
19640220,0.0007
19640228,0.0007
19640306,0.0008
19640313,0.0008
19640320,0.0008
19640326,0.0008
19640403,0.0007
19640410,0.0007
19640417,0.0007
19640424,0.0007
19640501,0.0006
19640508,0.0006
19640515,0.0006
19640522,0.0006
19640528,0.0006
19640605,0.0008
19640612,0.0008
19640619,0.0008
19640626,0.0008
19640702,0.0007
19640710,0.0007
19640717,0.0007
19640724,0.0007
19640731,0.0007
19640807,0.0007
19640814,0.0007
19640821,0.0007
19640828,0.0007
19640904,0.0007
19640911,0.0007
19640918,0.0007
19640925,0.0007
19641002,0.0007
19641009,0.0007
19641016,0.0007
19641023,0.0007
19641030,0.0007
19641106,0.0007
19641113,0.0007
19641120,0.0007
19641127,0.0007
19641204,0.0008
19641211,0.0008
19641218,0.0008
19641224,0.0008
19641231,0.0008
19650108,0.0007
19650115,0.0007
19650122,0.0007
19650129,0.0007
19650205,0.0007
19650212,0.0007
19650219,0.0007
19650226,0.0007
19650305,0.0009
19650312,0.0009
19650319,0.0009
19650326,0.0009
19650402,0.0008
19650409,0.0008
19650415,0.0008
19650423,0.0008
19650430,0.0008
19650507,0.0008
19650514,0.0008
19650521,0.0008
19650528,0.0008
19650604,0.0009
19650611,0.0009
19650618,0.0009
19650625,0.0009
19650702,0.0008
19650709,0.0008
19650716,0.0008
19650723,0.0008
19650730,0.0008
19650806,0.0008
19650813,0.0008
19650820,0.0008
19650827,0.0008
19650903,0.0008
19650910,0.0008
19650917,0.0008
19650924,0.0008
19651001,0.0008
19651008,0.0008
19651015,0.0008
19651022,0.0008
19651029,0.0008
19651105,0.0009
19651112,0.0009
19651119,0.0009
19651126,0.0009
19651203,0.0008
19651210,0.0008
19651217,0.0008
19651223,0.0008
19651231,0.0008
19660107,0.0009
19660114,0.0009
19660121,0.0009
19660128,0.0009
19660204,0.0009
19660211,0.0009
19660218,0.0009
19660225,0.0009
19660304,0.001
19660311,0.001
19660318,0.001
19660325,0.001
19660401,0.0009
19660407,0.0009
19660415,0.0009
19660422,0.0009
19660429,0.0009
19660506,0.001
19660513,0.001
19660520,0.001
19660527,0.001
19660603,0.0009
19660610,0.0009
19660617,0.0009
19660624,0.0009
19660701,0.0009
19660708,0.0009
19660715,0.0009
19660722,0.0009
19660729,0.0009
19660805,0.001
19660812,0.001
19660819,0.001
19660826,0.001
19660902,0.001
19660909,0.001
19660916,0.001
19660923,0.001
19660930,0.001
19661007,0.0011
19661014,0.0011
19661021,0.0011
19661028,0.0011
19661104,0.001
19661111,0.001
19661118,0.001
19661125,0.001
19661202,0.001
19661209,0.001
19661216,0.001
19661223,0.001
19661230,0.001
19670106,0.0011
19670113,0.0011
19670120,0.0011
19670127,0.0011
19670203,0.0009
19670210,0.0009
19670217,0.0009
19670224,0.0009
19670303,0.001
19670310,0.001
19670317,0.001
19670323,0.001
19670331,0.001
19670407,0.0008
19670414,0.0008
19670421,0.0008
19670428,0.0008
19670505,0.0008
19670512,0.0008
19670519,0.0008
19670526,0.0008
19670602,0.0007
19670609,0.0007
19670616,0.0007
19670623,0.0007
19670630,0.0007
19670707,0.0008
19670714,0.0008
19670721,0.0008
19670728,0.0008
19670804,0.0008
19670811,0.0008
19670818,0.0008
19670825,0.0008
19670901,0.0008
19670908,0.0008
19670915,0.0008
19670922,0.0008
19670929,0.0008
19671006,0.001
19671013,0.001
19671020,0.001
19671027,0.001
19671103,0.0009
19671110,0.0009
19671117,0.0009
19671124,0.0009
19671201,0.0008
19671208,0.0008
19671215,0.0008
19671222,0.0008
19671229,0.0008
19680105,0.001
19680112,0.001
19680119,0.001
19680126,0.001
19680202,0.001
19680209,0.001
19680216,0.001
19680223,0.001
19680301,0.0009
19680308,0.0009
19680315,0.0009
19680322,0.0009
19680329,0.0009
19680405,0.0011
19680411,0.0011
19680419,0.0011
19680426,0.0011
19680503,0.0011
19680510,0.0011
19680517,0.0011
19680524,0.0011
19680531,0.0011
19680607,0.0011
19680614,0.0011
19680621,0.0011
19680628,0.0011
19680703,0.0012
19680712,0.0012
19680719,0.0012
19680726,0.0012
19680802,0.0011
19680809,0.0011
19680816,0.0011
19680823,0.0011
19680830,0.0011
19680906,0.0011
19680913,0.0011
19680920,0.0011
19680927,0.0011
19681004,0.0011
19681011,0.0011
19681018,0.0011
19681025,0.0011
19681101,0.0011
19681108,0.0011
19681115,0.0011
19681122,0.0011
19681129,0.0011
19681206,0.0011
19681213,0.0011
19681220,0.0011
19681227,0.0011
19690103,0.0013
19690110,0.0013
19690117,0.0013
19690124,0.0013
19690131,0.0013
19690207,0.0012
19690214,0.0012
19690220,0.0012
19690228,0.0012
19690307,0.0012
19690314,0.0012
19690321,0.0012
19690328,0.0012
19690403,0.0013
19690411,0.0013
19690418,0.0013
19690425,0.0013
19690502,0.0012
19690509,0.0012
19690516,0.0012
19690523,0.0012
19690529,0.0012
19690606,0.0013
19690613,0.0013
19690620,0.0013
19690627,0.0013
19690703,0.0013
19690711,0.0013
19690718,0.0013
19690725,0.0013
19690801,0.0013
19690808,0.0013
19690815,0.0013
19690822,0.0013
19690829,0.0013
19690905,0.0015
19690912,0.0015
19690919,0.0015
19690926,0.0015
19691003,0.0015
19691010,0.0015
19691017,0.0015
19691024,0.0015
19691031,0.0015
19691107,0.0013
19691114,0.0013
19691121,0.0013
19691128,0.0013
19691205,0.0016
19691212,0.0016
19691219,0.0016
19691226,0.0016
19700102,0.0015
19700109,0.0015
19700116,0.0015
19700123,0.0015
19700130,0.0015
19700206,0.0015
19700213,0.0015
19700220,0.0015
19700227,0.0015
19700306,0.0014
19700313,0.0014
19700320,0.0014
19700326,0.0014
19700403,0.0013
19700410,0.0013
19700417,0.0013
19700424,0.0013
19700501,0.0013
19700508,0.0013
19700515,0.0013
19700522,0.0013
19700529,0.0013
19700605,0.0014
19700612,0.0014
19700619,0.0014
19700626,0.0014
19700702,0.0013
19700710,0.0013
19700717,0.0013
19700724,0.0013
19700731,0.0013
19700807,0.0013
19700814,0.0013
19700821,0.0013
19700828,0.0013
19700904,0.0013
19700911,0.0013
19700918,0.0013
19700925,0.0013
19701002,0.0011
19701009,0.0011
19701016,0.0011
19701023,0.0011
19701030,0.0011
19701106,0.0011
19701113,0.0011
19701120,0.0011
19701127,0.0011
19701204,0.0011
19701211,0.0011
19701218,0.0011
19701224,0.0011
19701231,0.0011
19710108,0.001
19710115,0.001
19710122,0.001
19710129,0.001
19710205,0.0008
19710212,0.0008
19710219,0.0008
19710226,0.0008
19710305,0.0007
19710312,0.0007
19710319,0.0007
19710326,0.0007
19710402,0.0007
19710408,0.0007
19710416,0.0007
19710423,0.0007
19710430,0.0007
19710507,0.0007
19710514,0.0007
19710521,0.0007
19710528,0.0007
19710604,0.0009
19710611,0.0009
19710618,0.0009
19710625,0.0009
19710702,0.001
19710709,0.001
19710716,0.001
19710723,0.001
19710730,0.001
19710806,0.0012
19710813,0.0012
19710820,0.0012
19710827,0.0012
19710903,0.0009
19710910,0.0009
19710917,0.0009
19710924,0.0009
19711001,0.0009
19711008,0.0009
19711015,0.0009
19711022,0.0009
19711029,0.0009
19711105,0.0009
19711112,0.0009
19711119,0.0009
19711126,0.0009
19711203,0.0009
19711210,0.0009
19711217,0.0009
19711223,0.0009
19711231,0.0009
19720107,0.0007
19720114,0.0007
19720121,0.0007
19720128,0.0007
19720204,0.0006
19720211,0.0006
19720218,0.0006
19720225,0.0006
19720303,0.0007
19720310,0.0007
19720317,0.0007
19720324,0.0007
19720330,0.0007
19720407,0.0007
19720414,0.0007
19720421,0.0007
19720428,0.0007
19720505,0.0008
19720512,0.0008
19720519,0.0008
19720526,0.0008
19720602,0.0007
19720609,0.0007
19720616,0.0007
19720623,0.0007
19720630,0.0007
19720707,0.0008
19720714,0.0008
19720721,0.0008
19720728,0.0008
19720804,0.0007
19720811,0.0007
19720818,0.0007
19720825,0.0007
19720901,0.0009
19720908,0.0009
19720915,0.0009
19720922,0.0009
19720929,0.0009
19721006,0.001
19721013,0.001
19721020,0.001
19721027,0.001
19721103,0.0009
19721110,0.0009
19721117,0.0009
19721124,0.0009
19721201,0.0009
19721208,0.0009
19721215,0.0009
19721222,0.0009
19721229,0.0009
19730105,0.0011
19730112,0.0011
19730119,0.0011
19730126,0.0011
19730202,0.001
19730209,0.001
19730216,0.001
19730223,0.001
19730302,0.0011
19730309,0.0011
19730316,0.0011
19730323,0.0011
19730330,0.0011
19730406,0.0013
19730413,0.0013
19730419,0.0013
19730427,0.0013
19730504,0.0013
19730511,0.0013
19730518,0.0013
19730525,0.0013
19730601,0.0013
19730608,0.0013
19730615,0.0013
19730622,0.0013
19730629,0.0013
19730706,0.0016
19730713,0.0016
19730720,0.0016
19730727,0.0016
19730803,0.0017
19730810,0.0017
19730817,0.0017
19730824,0.0017
19730831,0.0017
19730907,0.0017
19730914,0.0017
19730921,0.0017
19730928,0.0017
19731005,0.0016
19731012,0.0016
19731019,0.0016
19731026,0.0016
19731102,0.0014
19731109,0.0014
19731116,0.0014
19731123,0.0014
19731130,0.0014
19731207,0.0016
19731214,0.0016
19731221,0.0016
19731228,0.0016
19740104,0.0016
19740111,0.0016
19740118,0.0016
19740125,0.0016
19740201,0.0014
19740208,0.0014
19740215,0.0014
19740222,0.0014
19740301,0.0014
19740308,0.0014
19740315,0.0014
19740322,0.0014
19740329,0.0014
19740405,0.0019
19740411,0.0019
19740419,0.0019
19740426,0.0019
19740503,0.0019
19740510,0.0019
19740517,0.0019
19740524,0.0019
19740531,0.0019
19740607,0.0015
19740614,0.0015
19740621,0.0015
19740628,0.0015
19740705,0.0018
19740712,0.0018
19740719,0.0018
19740726,0.0018
19740802,0.0015
19740809,0.0015
19740816,0.0015
19740823,0.0015
19740830,0.0015
19740906,0.002
19740913,0.002
19740920,0.002
19740927,0.002
19741004,0.0013
19741011,0.0013
19741018,0.0013
19741025,0.0013
19741101,0.0013
19741108,0.0013
19741115,0.0013
19741122,0.0013
19741129,0.0013
19741206,0.0017
19741213,0.0017
19741220,0.0017
19741227,0.0017
19750103,0.0015
19750110,0.0015
19750117,0.0015
19750124,0.0015
19750131,0.0015
19750207,0.0011
19750214,0.0011
19750221,0.0011
19750228,0.0011
19750307,0.001
19750314,0.001
19750321,0.001
19750327,0.001
19750404,0.0011
19750411,0.0011
19750418,0.0011
19750425,0.0011
19750502,0.0011
19750509,0.0011
19750516,0.0011
19750523,0.0011
19750530,0.0011
19750606,0.001
19750613,0.001
19750620,0.001
19750627,0.001
19750703,0.0012
19750711,0.0012
19750718,0.0012
19750725,0.0012
19750801,0.0012
19750808,0.0012
19750815,0.0012
19750822,0.0012
19750829,0.0012
19750905,0.0013
19750912,0.0013
19750919,0.0013
19750926,0.0013
19751003,0.0014
19751010,0.0014
19751017,0.0014
19751024,0.0014
19751031,0.0014
19751107,0.001
19751114,0.001
19751121,0.001
19751128,0.001
19751205,0.0012
19751212,0.0012
19751219,0.0012
19751226,0.0012
19760102,0.0012
19760109,0.0012
19760116,0.0012
19760123,0.0012
19760130,0.0012
19760206,0.0008
19760213,0.0008
19760220,0.0008
19760227,0.0008
19760305,0.001
19760312,0.001
19760319,0.001
19760326,0.001
19760402,0.001
19760409,0.001
19760415,0.001
19760423,0.001
19760430,0.001
19760507,0.0009
19760514,0.0009
19760521,0.0009
19760528,0.0009
19760604,0.0011
19760611,0.0011
19760618,0.0011
19760625,0.0011
19760702,0.0012
19760709,0.0012
19760716,0.0012
19760723,0.0012
19760730,0.0012
19760806,0.0011
19760813,0.0011
19760820,0.0011
19760827,0.0011
19760903,0.0011
19760910,0.0011
19760917,0.0011
19760924,0.0011
19761001,0.001
19761008,0.001
19761015,0.001
19761022,0.001
19761029,0.001
19761105,0.001
19761112,0.001
19761119,0.001
19761126,0.001
19761203,0.001
19761210,0.001
19761217,0.001
19761223,0.001
19761231,0.001
19770107,0.0009
19770114,0.0009
19770121,0.0009
19770128,0.0009
19770204,0.0009
19770211,0.0009
19770218,0.0009
19770225,0.0009
19770304,0.0009
19770311,0.0009
19770318,0.0009
19770325,0.0009
19770401,0.0009
19770407,0.0009
19770415,0.0009
19770422,0.0009
19770429,0.0009
19770506,0.0009
19770513,0.0009
19770520,0.0009
19770527,0.0009
19770603,0.001
19770610,0.001
19770617,0.001
19770624,0.001
19770701,0.001
19770708,0.001
19770715,0.001
19770722,0.001
19770729,0.001
19770805,0.0011
19770812,0.0011
19770819,0.0011
19770826,0.0011
19770902,0.0011
19770909,0.0011
19770916,0.0011
19770923,0.0011
19770930,0.0011
19771007,0.0012
19771014,0.0012
19771021,0.0012
19771028,0.0012
19771104,0.0012
19771111,0.0012
19771118,0.0012
19771125,0.0012
19771202,0.0012
19771209,0.0012
19771216,0.0012
19771223,0.0012
19771230,0.0012
19780106,0.0012
19780113,0.0012
19780120,0.0012
19780127,0.0012
19780203,0.0011
19780210,0.0011
19780217,0.0011
19780224,0.0011
19780303,0.0013
19780310,0.0013
19780317,0.0013
19780323,0.0013
19780331,0.0013
19780407,0.0013
19780414,0.0013
19780421,0.0013
19780428,0.0013
19780505,0.0013
19780512,0.0013
19780519,0.0013
19780526,0.0013
19780602,0.0013
19780609,0.0013
19780616,0.0013
19780623,0.0013
19780630,0.0013
19780707,0.0014
19780714,0.0014
19780721,0.0014
19780728,0.0014
19780804,0.0014
19780811,0.0014
19780818,0.0014
19780825,0.0014
19780901,0.0015
19780908,0.0015
19780915,0.0015
19780922,0.0015
19780929,0.0015
19781006,0.0017
19781013,0.0017
19781020,0.0017
19781027,0.0017
19781103,0.0017
19781110,0.0017
19781117,0.0017
19781124,0.0017
19781201,0.002
19781208,0.002
19781215,0.002
19781222,0.002
19781229,0.002
19790105,0.0019
19790112,0.0019
19790119,0.0019
19790126,0.0019
19790202,0.0018
19790209,0.0018
19790216,0.0018
19790223,0.0018
19790302,0.002
19790309,0.002
19790316,0.002
19790323,0.002
19790330,0.002
19790406,0.002
19790412,0.002
19790420,0.002
19790427,0.002
19790504,0.002
19790511,0.002
19790518,0.002
19790525,0.002
19790601,0.002
19790608,0.002
19790615,0.002
19790622,0.002
19790629,0.002
19790706,0.0019
19790713,0.0019
19790720,0.0019
19790727,0.0019
19790803,0.0019
19790810,0.0019
19790817,0.0019
19790824,0.0019
19790831,0.0019
19790907,0.0021
19790914,0.0021
19790921,0.0021
19790928,0.0021
19791005,0.0022
19791012,0.0022
19791019,0.0022
19791026,0.0022
19791102,0.0025
19791109,0.0025
19791116,0.0025
19791123,0.0025
19791130,0.0025
19791207,0.0024
19791214,0.0024
19791221,0.0024
19791228,0.0024
19800104,0.002
19800111,0.002
19800118,0.002
19800125,0.002
19800201,0.0022
19800208,0.0022
19800215,0.0022
19800222,0.0022
19800229,0.0022
19800307,0.003
19800314,0.003
19800321,0.003
19800328,0.003
19800403,0.0031
19800411,0.0031
19800418,0.0031
19800425,0.0031
19800502,0.002
19800509,0.002
19800516,0.002
19800523,0.002
19800530,0.002
19800606,0.0015
19800613,0.0015
19800620,0.0015
19800627,0.0015
19800703,0.0013
19800711,0.0013
19800718,0.0013
19800725,0.0013
19800801,0.0016
19800808,0.0016
19800815,0.0016
19800822,0.0016
19800829,0.0016
19800905,0.0019
19800912,0.0019
19800919,0.0019
19800926,0.0019
19801003,0.0024
19801010,0.0024
19801017,0.0024
19801024,0.0024
19801031,0.0024
19801107,0.0024
19801114,0.0024
19801121,0.0024
19801128,0.0024
19801205,0.0033
19801212,0.0033
19801219,0.0033
19801226,0.0033
19810102,0.0026
19810109,0.0026
19810116,0.0026
19810123,0.0026
19810130,0.0026
19810206,0.0027
19810213,0.0027
19810220,0.0027
19810227,0.0027
19810306,0.003
19810313,0.003
19810320,0.003
19810327,0.003
19810403,0.0027
19810410,0.0027
19810416,0.0027
19810424,0.0027
19810501,0.0029
19810508,0.0029
19810515,0.0029
19810522,0.0029
19810529,0.0029
19810605,0.0034
19810612,0.0034
19810619,0.0034
19810626,0.0034
19810702,0.0031
19810710,0.0031
19810717,0.0031
19810724,0.0031
19810731,0.0031
19810807,0.0032
19810814,0.0032
19810821,0.0032
19810828,0.0032
19810904,0.0031
19810911,0.0031
19810918,0.0031
19810925,0.0031
19811002,0.003
19811009,0.003
19811016,0.003
19811023,0.003
19811030,0.003
19811106,0.0027
19811113,0.0027
19811120,0.0027
19811127,0.0027
19811204,0.0022
19811211,0.0022
19811218,0.0022
19811224,0.0022
19811231,0.0022
19820108,0.002
19820115,0.002
19820122,0.002
19820129,0.002
19820205,0.0023
19820212,0.0023
19820219,0.0023
19820226,0.0023
19820305,0.0024
19820312,0.0024
19820319,0.0024
19820326,0.0024
19820402,0.0028
19820408,0.0028
19820416,0.0028
19820423,0.0028
19820430,0.0028
19820507,0.0026
19820514,0.0026
19820521,0.0026
19820528,0.0026
19820604,0.0024
19820611,0.0024
19820618,0.0024
19820625,0.0024
19820702,0.0026
19820709,0.0026
19820716,0.0026
19820723,0.0026
19820730,0.0026
19820806,0.0019
19820813,0.0019
19820820,0.0019
19820827,0.0019
19820903,0.0013
19820910,0.0013
19820917,0.0013
19820924,0.0013
19821001,0.0015
19821008,0.0015
19821015,0.0015
19821022,0.0015
19821029,0.0015
19821105,0.0016
19821112,0.0016
19821119,0.0016
19821126,0.0016
19821203,0.0017
19821210,0.0017
19821217,0.0017
19821223,0.0017
19821231,0.0017
19830107,0.0017
19830114,0.0017
19830121,0.0017
19830128,0.0017
19830204,0.0015
19830211,0.0015
19830218,0.0015
19830225,0.0015
19830304,0.0016
19830311,0.0016
19830318,0.0016
19830325,0.0016
19830331,0.0016
19830408,0.0018
19830415,0.0018
19830422,0.0018
19830429,0.0018
19830506,0.0017
19830513,0.0017
19830520,0.0017
19830527,0.0017
19830603,0.0017
19830610,0.0017
19830617,0.0017
19830624,0.0017
19830701,0.0018
19830708,0.0018
19830715,0.0018
19830722,0.0018
19830729,0.0018
19830805,0.0019
19830812,0.0019
19830819,0.0019
19830826,0.0019
19830902,0.0019
19830909,0.0019
19830916,0.0019
19830923,0.0019
19830930,0.0019
19831007,0.0019
19831014,0.0019
19831021,0.0019
19831028,0.0019
19831104,0.0018
19831111,0.0018
19831118,0.0018
19831125,0.0018
19831202,0.0018
19831209,0.0018
19831216,0.0018
19831223,0.0018
19831230,0.0018
19840106,0.0019
19840113,0.0019
19840120,0.0019
19840127,0.0019
19840203,0.0018
19840210,0.0018
19840217,0.0018
19840224,0.0018
19840302,0.0018
19840309,0.0018
19840316,0.0018
19840323,0.0018
19840330,0.0018
19840406,0.002
19840413,0.002
19840419,0.002
19840427,0.002
19840504,0.002
19840511,0.002
19840518,0.002
19840525,0.002
19840601,0.0019
19840608,0.0019
19840615,0.0019
19840622,0.0019
19840629,0.0019
19840706,0.002
19840713,0.002
19840720,0.002
19840727,0.002
19840803,0.0021
19840810,0.0021
19840817,0.0021
19840824,0.0021
19840831,0.0021
19840907,0.0021
19840914,0.0021
19840921,0.0021
19840928,0.0021
19841005,0.0025
19841012,0.0025
19841019,0.0025
19841026,0.0025
19841102,0.0018
19841109,0.0018
19841116,0.0018
19841123,0.0018
19841130,0.0018
19841207,0.0016
19841214,0.0016
19841221,0.0016
19841228,0.0016
19850104,0.0016
19850111,0.0016
19850118,0.0016
19850125,0.0016
19850201,0.0014
19850208,0.0014
19850215,0.0014
19850222,0.0014
19850301,0.0015
19850308,0.0015
19850315,0.0015
19850322,0.0015
19850329,0.0015
19850404,0.0018
19850412,0.0018
19850419,0.0018
19850426,0.0018
19850503,0.0017
19850510,0.0017
19850517,0.0017
19850524,0.0017
19850531,0.0017
19850607,0.0014
19850614,0.0014
19850621,0.0014
19850628,0.0014
19850705,0.0016
19850712,0.0016
19850719,0.0016
19850726,0.0016
19850802,0.0014
19850809,0.0014
19850816,0.0014
19850823,0.0014
19850830,0.0014
19850906,0.0015
19850913,0.0015
19850920,0.0015
19850926,0.0015
19851004,0.0016
19851011,0.0016
19851018,0.0016
19851025,0.0016
19851101,0.0015
19851108,0.0015
19851115,0.0015
19851122,0.0015
19851129,0.0015
19851206,0.0016
19851213,0.0016
19851220,0.0016
19851227,0.0016
19860103,0.0014
19860110,0.0014
19860117,0.0014
19860124,0.0014
19860131,0.0014
19860207,0.0013
19860214,0.0013
19860221,0.0013
19860228,0.0013
19860307,0.0015
19860314,0.0015
19860321,0.0015
19860327,0.0015
19860404,0.0013
19860411,0.0013
19860418,0.0013
19860425,0.0013
19860502,0.0012
19860509,0.0012
19860516,0.0012
19860523,0.0012
19860530,0.0012
19860606,0.0013
19860613,0.0013
19860620,0.0013
19860627,0.0013
19860703,0.0013
19860711,0.0013
19860718,0.0013
19860725,0.0013
19860801,0.0011
19860808,0.0011
19860815,0.0011
19860822,0.0011
19860829,0.0011
19860905,0.0011
19860912,0.0011
19860919,0.0011
19860926,0.0011
19861003,0.0012
19861010,0.0012
19861017,0.0012
19861024,0.0012
19861031,0.0012
19861107,0.001
19861114,0.001
19861121,0.001
19861128,0.001
19861205,0.0012
19861212,0.0012
19861219,0.0012
19861226,0.0012
19870102,0.001
19870109,0.001
19870116,0.001
19870123,0.001
19870130,0.001
19870206,0.0011
19870213,0.0011
19870220,0.0011
19870227,0.0011
19870306,0.0012
19870313,0.0012
19870320,0.0012
19870327,0.0012
19870403,0.0011
19870410,0.0011
19870416,0.0011
19870424,0.0011
19870501,0.0009
19870508,0.0009
19870515,0.0009
19870522,0.0009
19870529,0.0009
19870605,0.0012
19870612,0.0012
19870619,0.0012
19870626,0.0012
19870702,0.0011
19870710,0.0011
19870717,0.0011
19870724,0.0011
19870731,0.0011
19870807,0.0012
19870814,0.0012
19870821,0.0012
19870828,0.0012
19870904,0.0011
19870911,0.0011
19870918,0.0011
19870925,0.0011
19871002,0.0015
19871009,0.0015
19871016,0.0015
19871023,0.0015
19871030,0.0015
19871106,0.0009
19871113,0.0009
19871120,0.0009
19871127,0.0009
19871204,0.001
19871211,0.001
19871218,0.001
19871224,0.001
19871231,0.001
19880108,0.0007
19880115,0.0007
19880122,0.0007
19880129,0.0007
19880205,0.0011
19880212,0.0011
19880219,0.0011
19880226,0.0011
19880304,0.0011
19880311,0.0011
19880318,0.0011
19880325,0.0011
19880331,0.0011
19880408,0.0012
19880415,0.0012
19880422,0.0012
19880429,0.0012
19880506,0.0013
19880513,0.0013
19880520,0.0013
19880527,0.0013
19880603,0.0012
19880610,0.0012
19880617,0.0012
19880624,0.0012
19880701,0.0013
19880708,0.0013
19880715,0.0013
19880722,0.0013
19880729,0.0013
19880805,0.0015
19880812,0.0015
19880819,0.0015
19880826,0.0015
19880902,0.0015
19880909,0.0015
19880916,0.0015
19880923,0.0015
19880930,0.0015
19881007,0.0015
19881014,0.0015
19881021,0.0015
19881028,0.0015
19881104,0.0014
19881111,0.0014
19881118,0.0014
19881125,0.0014
19881202,0.0016
19881209,0.0016
19881216,0.0016
19881223,0.0016
19881230,0.0016
19890106,0.0014
19890113,0.0014
19890120,0.0014
19890127,0.0014
19890203,0.0015
